source_pdf_file,target_year,table_year,status,indicator_is,indicator_en,unit,value_type,value
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Einkaneysla,Private final consumption,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Einkaneysla,Private final consumption,,percent,391747.0
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Einkaneysla,Private final consumption,,percent,407986.0
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Einkaneysla,Private final consumption,,percent,420214.0
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Einkaneysla,Private final consumption,,percent,451237.0
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Einkaneysla,Private final consumption,,percent,391747.0
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Samneysla,Government final consumption,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Samneysla,Government final consumption,,percent,157934.0
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Samneysla,Government final consumption,,percent,176656.0
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Samneysla,Government final consumption,,percent,196978.0
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Samneysla,Government final consumption,,percent,211797.0
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Samneysla,Government final consumption,,percent,157934.0
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Fjármunamyndun,Gross fixed capital formation,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Fjármunamyndun,Gross fixed capital formation,,percent,157917.0
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Fjármunamyndun,Gross fixed capital formation,,percent,165564.0
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Fjármunamyndun,Gross fixed capital formation,,percent,135475.0
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Fjármunamyndun,Gross fixed capital formation,,percent,160678.0
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Fjármunamyndun,Gross fixed capital formation,,percent,157917.0
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Fjárfesting hins opinbera,Public investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Fjárfesting hins opinbera,Public investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Fjárfesting hins opinbera,Public investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Fjárfesting hins opinbera,Public investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Fjárfesting hins opinbera,Public investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Fjárfesting hins opinbera,Public investment,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Þjóðarútgjöld alls,National final expenditure,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Þjóðarútgjöld alls,National final expenditure,,percent,710092.0
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Þjóðarútgjöld alls,National final expenditure,,percent,748121.0
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Þjóðarútgjöld alls,National final expenditure,,percent,752485.0
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Þjóðarútgjöld alls,National final expenditure,,percent,822210.0
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Þjóðarútgjöld alls,National final expenditure,,percent,710092.0
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Verg landsframleiðsla,Gross domestic product,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Verg landsframleiðsla,Gross domestic product,,percent,660975.0
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Verg landsframleiðsla,Gross domestic product,,percent,740636.0
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Verg landsframleiðsla,Gross domestic product,,percent,766239.0
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Verg landsframleiðsla,Gross domestic product,,percent,797487.0
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Verg landsframleiðsla,Gross domestic product,,percent,660975.0
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,percent,
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Vísitala neysluverðs,Consumer price index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Vísitala neysluverðs,Consumer price index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Vísitala neysluverðs,Consumer price index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Vísitala neysluverðs,Consumer price index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Vísitala neysluverðs,Consumer price index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Vísitala neysluverðs,Consumer price index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Gengisvísitala,Exchange rate index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Gengisvísitala,Exchange rate index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Gengisvísitala,Exchange rate index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Gengisvísitala,Exchange rate index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Gengisvísitala,Exchange rate index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Gengisvísitala,Exchange rate index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Raungengi,Real exchange rate,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Raungengi,Real exchange rate,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Raungengi,Real exchange rate,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Raungengi,Real exchange rate,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Raungengi,Real exchange rate,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Raungengi,Real exchange rate,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2000,historical,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2001,historical,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2002,historical,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2003,historical,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,2004,prediction,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2004_landsframleidsla_2004.pdf,2004,1999,historical,Alþjóðleg verðbólga,World CPI inflation,,percent,
