year,indicator_is,indicator_en,value,unit,table_id,source_pdf_file,notes
2003.0,Þjóðarútgjöld alls,National final expenditure,638773.0,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,
2000.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2002.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2003.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2000.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2002.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2003.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2000.0,Verg landsframleiðsla,Gross domestic product,661920.0,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,
2001.0,Verg landsframleiðsla,Gross domestic product,743563.0,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,
2002.0,Verg landsframleiðsla,Gross domestic product,778466.0,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,
2003.0,Verg landsframleiðsla,Gross domestic product,609457.0,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,
2000.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2002.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2003.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2000.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,
2001.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,
2002.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,
2003.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,
2000.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2002.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2003.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2000.0,Vísitala neysluverðs,Consumer price index,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,Vísitala neysluverðs,Consumer price index,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2002.0,Vísitala neysluverðs,Consumer price index,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2003.0,Vísitala neysluverðs,Consumer price index,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2000.0,Gengisvísitala,Exchange rate index,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,Gengisvísitala,Exchange rate index,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2002.0,Gengisvísitala,Exchange rate index,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2003.0,Gengisvísitala,Exchange rate index,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2000.0,Raungengi,Real exchange rate,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,Raungengi,Real exchange rate,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2002.0,Raungengi,Real exchange rate,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2003.0,Raungengi,Real exchange rate,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2000.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2002.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2003.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2000.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2002.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2003.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2000.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2002.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2003.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2000.0,Alþjóðleg verðbólga,World CPI inflation,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,Alþjóðleg verðbólga,World CPI inflation,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2002.0,Alþjóðleg verðbólga,World CPI inflation,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2003.0,Alþjóðleg verðbólga,World CPI inflation,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2000.0,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2002.0,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2003.0,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2000.0,Olíuverð,Oil price,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,Olíuverð,Oil price,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2002.0,Olíuverð,Oil price,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2003.0,Olíuverð,Oil price,,,Tafla 1,spa_2003_landsframleidsla_2003.pdf,filled-missing
2001.0,Einkaneysla,Private final consumption,407986.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2002.0,Einkaneysla,Private final consumption,420214.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2003.0,Einkaneysla,Private final consumption,451237.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2004.0,Einkaneysla,Private final consumption,391747.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2001.0,Samneysla,Government final consumption,176656.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2002.0,Samneysla,Government final consumption,196978.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2003.0,Samneysla,Government final consumption,211797.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2004.0,Samneysla,Government final consumption,157934.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2001.0,Fjármunamyndun,Gross fixed capital formation,165564.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2002.0,Fjármunamyndun,Gross fixed capital formation,135475.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2003.0,Fjármunamyndun,Gross fixed capital formation,160678.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2004.0,Fjármunamyndun,Gross fixed capital formation,157917.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2001.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Þjóðarútgjöld alls,National final expenditure,748121.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2002.0,Þjóðarútgjöld alls,National final expenditure,752485.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2003.0,Þjóðarútgjöld alls,National final expenditure,822210.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2004.0,Þjóðarútgjöld alls,National final expenditure,710092.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2001.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Verg landsframleiðsla,Gross domestic product,740636.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2002.0,Verg landsframleiðsla,Gross domestic product,766239.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2003.0,Verg landsframleiðsla,Gross domestic product,797487.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2004.0,Verg landsframleiðsla,Gross domestic product,660975.0,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2001.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2002.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2003.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2004.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,
2001.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Vísitala neysluverðs,Consumer price index,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Vísitala neysluverðs,Consumer price index,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Vísitala neysluverðs,Consumer price index,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Vísitala neysluverðs,Consumer price index,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Gengisvísitala,Exchange rate index,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Gengisvísitala,Exchange rate index,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Gengisvísitala,Exchange rate index,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Gengisvísitala,Exchange rate index,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Raungengi,Real exchange rate,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Raungengi,Real exchange rate,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Raungengi,Real exchange rate,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Raungengi,Real exchange rate,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Alþjóðleg verðbólga,World CPI inflation,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Alþjóðleg verðbólga,World CPI inflation,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Alþjóðleg verðbólga,World CPI inflation,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Alþjóðleg verðbólga,World CPI inflation,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2001.0,Olíuverð,Oil price,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Olíuverð,Oil price,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2003.0,Olíuverð,Oil price,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2004.0,Olíuverð,Oil price,,,Tafla 1,spa_2004_landsframleidsla_2004.pdf,filled-missing
2002.0,Einkaneysla,Private final consumption,445619.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2003.0,Einkaneysla,Private final consumption,476879.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2004.0,Einkaneysla,Private final consumption,525808.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2005.0,Einkaneysla,Private final consumption,432161.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2002.0,Samneysla,Government final consumption,202135.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2003.0,Samneysla,Government final consumption,213502.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2004.0,Samneysla,Government final consumption,228287.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2005.0,Samneysla,Government final consumption,178200.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2002.0,Fjármunamyndun,Gross fixed capital formation,139295.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2003.0,Fjármunamyndun,Gross fixed capital formation,164698.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2004.0,Fjármunamyndun,Gross fixed capital formation,215647.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2005.0,Fjármunamyndun,Gross fixed capital formation,164746.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2002.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2003.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2004.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2005.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2002.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2003.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2004.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2005.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2002.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2003.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2004.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2005.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2002.0,Þjóðarútgjöld alls,National final expenditure,786868.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2003.0,Þjóðarútgjöld alls,National final expenditure,853625.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2004.0,Þjóðarútgjöld alls,National final expenditure,968824.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2005.0,Þjóðarútgjöld alls,National final expenditure,773024.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2002.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2003.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2004.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2005.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2002.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2003.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2004.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2005.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2002.0,Verg landsframleiðsla,Gross domestic product,799560.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2003.0,Verg landsframleiðsla,Gross domestic product,827863.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2004.0,Verg landsframleiðsla,Gross domestic product,916765.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2005.0,Verg landsframleiðsla,Gross domestic product,764874.0,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,
2002.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2003.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2004.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
2005.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2005_landsframleidsla_2005.pdf,filled-missing
